 Comunidad_de_riego_Turia_ SWAT+ Jun 13 2023       MODULAR Rev 2023.60.5.7                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
   365    12    31  2022       1       1  hru001         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       2       2  hru002         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       3       3  hru003         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       4       4  hru004         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       5       5  hru005         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       6       6  hru006         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       7       7  hru007         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       8       8  hru008         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022       9       9  hru009         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      10      10  hru010         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      11      11  hru011         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      12      12  hru012         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      13      13  hru013         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      14      14  hru014         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      15      15  hru015         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      16      16  hru016         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      17      17  hru017         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      18      18  hru018         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      19      19  hru019         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      20      20  hru020         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      21      21  hru021         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      22      22  hru022         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      23      23  hru023         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      24      24  hru024         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      25      25  hru025         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      26      26  hru026         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      27      27  hru027         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      28      28  hru028         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
   365    12    31  2022      29      29  hru029         0.000       0.000      -0.265      -6.618            0.000            0.000            0.000            0.000           10.869           -2.483            1.859           16.294            2.706            0.000            0.000           14.245            2.193            0.000            0.000
