 Comunidad_de_riego_Turia_ SWAT+ Jun 13 2023       MODULAR Rev 2023.60.5.7                                
   jday   mon   day    yr     unit   gis_id   name                  area         precip           evap           seep          flo_stor       sed_stor      orgn_stor      sedp_stor       no3_stor      solp_stor      chla_stor       nh3_stor       no2_stor      cbod_stor       dox_stor       san_stor       sil_stor       cla_stor       sag_stor       lag_stor       grv_stor           null         flo_in         sed_in        orgn_in        sedp_in         no3_in        solp_in        chla_in         nh3_in         no2_in        cbod_in         dox_in         san_in         sil_in         cla_in         sag_in         lag_in         grv_in           null        flo_out        sed_out       orgn_out       sedp_out        no3_out       solp_out       chla_out        nh3_out        no2_out       cbod_out        dox_out        san_out        sil_out        cla_out        sag_out        lag_out        grv_out           null
                                                                      ha            m^3            m^3            m^3             m^3           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons               
   243     8    31  2017         1     1  Comunidad_de_rieg          5.7562     0.1397E+04     0.1930E+03     0.3142E+03     0.7202E+03     0.1223E-07     0.9494E-09     0.2129E-08     0.3883E-08     0.4539E-08     0.0000E+00     0.5109E-09     0.0000E+00     0.0000E+00     0.9278E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1819E+02     0.1078E-02     0.1622E-05     0.7191E-05     0.2157E-04     0.1028E-03     0.8557E-05     0.0000E+00     0.5104E-10     0.0000E+00     0.0000E+00     0.1314E+00     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.2265E+08     0.1191E-02     0.1046E-07     0.3371E-09     0.3238E-09     0.1090E-08     0.6907E-09     0.0000E+00     0.6388E-10     0.0000E+00     0.0000E+00     0.1982E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1847E+08
   273     9    30  2017         1     1  Comunidad_de_rieg          5.7562     0.7138E+03     0.1341E+04     0.6574E+03     0.3301E+04     0.3461E-04     0.1612E-07     0.5281E-12     0.3662E+01     0.4668E-01     0.0000E+00     0.1294E-12     0.0000E+00     0.0000E+00     0.2636E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2014E+02     0.1932E+01     0.1443E-01     0.7763E-05     0.2088E-04     0.4855E+03     0.6190E+01     0.0000E+00     0.3942E-09     0.0000E+00     0.0000E+00     0.1123E+04     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.5705E+05     0.1823E+01     0.1481E-01     0.8753E-06     0.1966E-08     0.2263E+03     0.2885E+01     0.0000E+00     0.4710E-09     0.0000E+00     0.0000E+00     0.1270E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3198E+05
   304    10    31  2017         1     1  Comunidad_de_rieg          5.7562     0.1329E+04     0.1997E+03     0.2719E+03     0.7167E+02     0.1254E-07     0.8525E-10     0.1676E-09     0.4398E-09     0.4916E-09     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6834E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1823E+02     0.7088E-02     0.4489E-05     0.7195E-05     0.2157E-04     0.2366E+01     0.3017E-01     0.0000E+00     0.1381E-09     0.0000E+00     0.0000E+00     0.3597E+01     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.5269E+09     0.1025E-01     0.3504E-05     0.5595E-08     0.1608E-08     0.6316E+00     0.8052E-02     0.0000E+00     0.1381E-09     0.0000E+00     0.0000E+00     0.5986E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3656E+09
   334    11    30  2017         1     1  Comunidad_de_rieg          5.7562     0.5756E+03     0.3503E+02     0.1177E+03     0.1492E+03     0.1496E-07     0.1108E-08     0.2367E-08     0.3621E-08     0.3867E-08     0.0000E+00     0.2273E-09     0.0000E+00     0.0000E+00     0.2410E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1126E+02     0.6814E-04     0.1564E-05     0.6959E-05     0.2088E-04     0.2125E-01     0.2737E-03     0.0000E+00     0.3905E-11     0.0000E+00     0.0000E+00     0.6199E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.8349E+10     0.6916E-04     0.2452E-08     0.1393E-09     0.2002E-09     0.4092E-09     0.3149E-09     0.0000E+00     0.4167E-11     0.0000E+00     0.0000E+00     0.6200E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7843E+10
   365    12    31  2017         1     1  Comunidad_de_rieg          5.7562     0.1652E+03     0.3951E+02     0.1348E+03     0.3174E+02     0.1306E-07     0.7681E-11     0.0000E+00     0.3303E-10     0.1883E-23     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3992E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1592E+02     0.1318E-02     0.1631E-05     0.7192E-05     0.2157E-04     0.3295E-03     0.1001E-04     0.0000E+00     0.8959E-10     0.0000E+00     0.0000E+00     0.2539E+00     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.3170E+10     0.1506E-02     0.2096E-07     0.1198E-08     0.9820E-09     0.3246E-08     0.1577E-08     0.0000E+00     0.8959E-10     0.0000E+00     0.0000E+00     0.4087E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2305E+10
    31     1    31  2018         1     1  Comunidad_de_rieg          5.7562     0.1325E+04     0.1367E+03     0.3456E+03     0.2062E+03     0.2219E-07     0.1080E-07     0.2594E-07     0.4105E-07     0.4910E-07     0.0000E+00     0.2991E-08     0.0000E+00     0.0000E+00     0.3172E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1237E+02     0.2191E-02     0.1636E-05     0.7193E-05     0.2157E-04     0.1080E-04     0.7196E-05     0.0000E+00     0.1499E-09     0.0000E+00     0.0000E+00     0.5050E+00     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.1732E+08     0.2522E-02     0.2625E-07     0.2743E-08     0.3055E-08     0.9027E-08     0.6144E-08     0.0000E+00     0.1579E-09     0.0000E+00     0.0000E+00     0.7870E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1263E+08
    59     2    28  2018         1     1  Comunidad_de_rieg          5.7562     0.3086E+04     0.8842E+03     0.1043E+04     0.2354E+05     0.1633E-02     0.1855E-06     0.3090E-08     0.9671E+02     0.7658E+00     0.0000E+00     0.1844E-13     0.0000E+00     0.0000E+00     0.2578E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9628E+01     0.1099E+02     0.1289E+00     0.2092E-04     0.1953E-04     0.8670E+04     0.4911E+02     0.0000E+00     0.4267E-08     0.0000E+00     0.0000E+00     0.8206E+04     0.1457E-02     0.1457E-02     0.1457E-02     0.1457E-02     0.1457E-02     0.0000E+00     0.6957E+02     0.1059E+02     0.1271E+00     0.1598E-04     0.4259E-07     0.6590E+04     0.3647E+02     0.0000E+00     0.4324E-08     0.0000E+00     0.0000E+00     0.9339E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6281E+02
    90     3    31  2018         1     1  Comunidad_de_rieg          5.7562     0.9152E+03     0.8889E+03     0.7351E+03     0.7826E+03     0.7268E-05     0.5970E-08     0.5244E-14     0.2664E+01     0.2132E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7208E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1615E+02     0.6454E+00     0.3754E-02     0.7572E-05     0.2157E-04     0.4666E+03     0.4387E+01     0.0000E+00     0.7590E-10     0.2895E-10     0.0000E+00     0.5710E+03     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.5949E-06     0.7979E+00     0.1908E-02     0.4602E-06     0.2338E-08     0.3088E+03     0.2295E+01     0.0000E+00     0.7590E-10     0.2895E-10     0.0000E+00     0.7037E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1042E+08
   120     4    30  2018         1     1  Comunidad_de_rieg          5.7562     0.5986E+03     0.1995E+03     0.1718E+03     0.2165E+02     0.1569E-07     0.5268E-09     0.3989E-09     0.4775E-07     0.7100E-09     0.0000E+00     0.6570E-10     0.0000E+00     0.0000E+00     0.1499E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1651E+02     0.5762E-03     0.1662E-05     0.6959E-05     0.2088E-04     0.1698E+01     0.1818E-01     0.0000E+00     0.8400E-10     0.0000E+00     0.0000E+00     0.1038E+00     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.3870E-05     0.7021E-03     0.3930E-07     0.8216E-09     0.1181E-08     0.1647E-01     0.1182E-03     0.0000E+00     0.8710E-10     0.0000E+00     0.0000E+00     0.1984E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3176E-05
   151     5    31  2018         1     1  Comunidad_de_rieg          5.7562     0.0000E+00     0.0000E+00     0.5795E-02     0.2165E+02     0.1568E-07     0.5267E-09     0.3988E-09     0.4774E-07     0.7098E-09     0.0000E+00     0.6568E-10     0.0000E+00     0.0000E+00     0.1498E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2164E+02     0.6913E-07     0.1613E-05     0.7190E-05     0.2157E-04     0.2270E-01     0.2417E-03     0.0000E+00     0.1812E-13     0.0000E+00     0.0000E+00     0.4133E-05     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.0000E+00     0.6913E-07     0.4326E-11     0.1453E-12     0.1100E-12     0.1317E-10     0.1958E-12     0.0000E+00     0.1812E-13     0.0000E+00     0.0000E+00     0.4133E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   181     6    30  2018         1     1  Comunidad_de_rieg          5.7562     0.7883E+04     0.3136E+04     0.1056E+04     0.7074E+04     0.2217E-03     0.2532E-07     0.0000E+00     0.4686E+02     0.1087E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5749E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2371E+02     0.6396E+02     0.5952E+00     0.1848E-04     0.2088E-04     0.2113E+05     0.4761E+03     0.0000E+00     0.6568E-10     0.0000E+00     0.0000E+00     0.3886E+05     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.2201E+04     0.6373E+02     0.7107E+00     0.1299E-04     0.3988E-09     0.1946E+05     0.4375E+03     0.0000E+00     0.6568E-10     0.0000E+00     0.0000E+00     0.4472E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1623E+04
   212     7    31  2018         1     1  Comunidad_de_rieg          5.7562     0.3367E+03     0.3579E+03     0.1857E+03     0.3296E+04     0.6190E-04     0.1149E-07     0.0000E+00     0.2102E+02     0.4875E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2642E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2448E+02     0.4084E-01     0.6348E-04     0.7202E-05     0.2157E-04     0.9074E+02     0.2094E+01     0.0000E+00     0.1577E-10     0.0000E+00     0.0000E+00     0.2868E+02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.9102E+07     0.5871E-01     0.6962E-04     0.1601E-07     0.8414E-10     0.3267E+02     0.7577E+00     0.0000E+00     0.1577E-10     0.0000E+00     0.0000E+00     0.4160E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4419E+07
   243     8    31  2018         1     1  Comunidad_de_rieg          5.7562     0.4490E+03     0.2547E+03     0.2515E+03     0.8403E+02     0.7100E-06     0.3111E-09     0.0000E+00     0.4423E+00     0.1026E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5749E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2501E+02     0.2228E-02     0.4254E-05     0.7191E-05     0.2157E-04     0.1694E+01     0.3919E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1320E+01     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.2099E-04     0.3440E-02     0.3081E-05     0.1266E-08     0.0000E+00     0.1578E+01     0.3660E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2135E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1360E-04
   273     9    30  2018         1     1  Comunidad_de_rieg          5.7562     0.3235E+04     0.7217E+03     0.7092E+03     0.3599E+03     0.2368E-07     0.1357E-07     0.3127E-07     0.1638E-04     0.4079E-06     0.0000E+00     0.3968E-08     0.0000E+00     0.0000E+00     0.2965E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1680E+02     0.5808E-02     0.1626E-05     0.6965E-05     0.2088E-04     0.1130E-01     0.2641E-03     0.0000E+00     0.1046E-08     0.0000E+00     0.0000E+00     0.1164E+01     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.2648E+08     0.6724E-02     0.7493E-07     0.6475E-08     0.6174E-08     0.2428E-02     0.5639E-04     0.0000E+00     0.1066E-08     0.0000E+00     0.0000E+00     0.1766E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1921E+08
   304    10    31  2018         1     1  Comunidad_de_rieg          5.7562     0.8709E+04     0.1114E+04     0.9298E+03     0.3587E+05     0.3113E-02     0.2131E-06     0.2737E-08     0.1074E+03     0.9073E+01     0.0000E+00     0.1671E-16     0.0000E+00     0.0000E+00     0.3680E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1123E+02     0.1125E+03     0.5104E+00     0.2244E-04     0.2158E-04     0.9739E+04     0.9146E+03     0.0000E+00     0.5541E-09     0.0000E+00     0.0000E+00     0.6139E+05     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.5219E+02     0.1121E+03     0.5455E+00     0.1710E-04     0.3847E-08     0.9477E+04     0.8931E+03     0.0000E+00     0.5579E-09     0.0000E+00     0.0000E+00     0.7117E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4673E+02
   334    11    30  2018         1     1  Comunidad_de_rieg          5.7562     0.1193E+05     0.1050E+04     0.1303E+04     0.2228E+05     0.2195E-02     0.1096E-06     0.7347E-21     0.9365E+02     0.8329E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2250E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1474E+02     0.1993E+03     0.5382E+00     0.1189E-03     0.8531E-04     0.3261E+05     0.3552E+04     0.0000E+00     0.2898E-08     0.0000E+00     0.0000E+00     0.1061E+06     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.1641E+03     0.1992E+03     0.5742E+00     0.1263E-03     0.6443E-04     0.3478E+05     0.3740E+04     0.0000E+00     0.2898E-08     0.0000E+00     0.0000E+00     0.1237E+06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1381E+03
   365    12    31  2018         1     1  Comunidad_de_rieg          5.7562     0.7598E+03     0.4487E+03     0.6161E+03     0.8557E+03     0.2953E-04     0.6217E-08     0.0000E+00     0.3163E+01     0.2805E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7892E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1293E+02     0.6663E+00     0.3744E-02     0.7466E-05     0.2157E-04     0.6347E+03     0.5577E+02     0.0000E+00     0.2340E-10     0.0000E+00     0.0000E+00     0.5695E+03     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.1422E+07     0.8347E+00     0.3997E-02     0.3298E-06     0.1083E-08     0.2939E+03     0.2647E+02     0.0000E+00     0.2340E-10     0.0000E+00     0.0000E+00     0.7152E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1247E+07
    31     1    31  2019         1     1  Comunidad_de_rieg          5.7562     0.1727E+02     0.8484E+01     0.3479E+02     0.3088E+01     0.2054E-06     0.1805E-10     0.0000E+00     0.1111E-01     0.9814E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2487E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2333E+02     0.6429E-02     0.1956E-04     0.7194E-05     0.2157E-04     0.5119E+01     0.4639E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5094E+01     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.1223E-05     0.1041E-01     0.2134E-04     0.5745E-08     0.0000E+00     0.3213E+01     0.2890E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8695E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7554E-06
    59     2    28  2019         1     1  Comunidad_de_rieg          5.7562     0.1151E+02     0.2808E+00     0.1209E+02     0.2119E+01     0.1386E-06     0.1242E-10     0.0000E+00     0.7488E-02     0.6612E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1698E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2393E+02     0.1522E-04     0.1527E-05     0.6495E-05     0.1948E-04     0.4084E-01     0.3783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8953E-02     0.1457E-02     0.1457E-02     0.1457E-02     0.1457E-02     0.1457E-02     0.0000E+00     0.1749E-02     0.1674E-04     0.7087E-07     0.8021E-11     0.0000E+00     0.3871E-02     0.3419E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9890E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1783E-02
    90     3    31  2019         1     1  Comunidad_de_rieg          5.7562     0.1169E+04     0.6040E+02     0.1213E+03     0.7120E+03     0.1526E-07     0.1052E-08     0.3188E-08     0.2080E-03     0.1837E-04     0.0000E+00     0.4270E-09     0.0000E+00     0.0000E+00     0.3754E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1065E+02     0.4845E-04     0.1793E-05     0.7190E-05     0.2157E-04     0.1238E-01     0.1101E-02     0.0000E+00     0.7374E-12     0.0000E+00     0.0000E+00     0.2917E-01     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.6128E+11     0.6724E-04     0.2006E-06     0.4241E-10     0.2051E-10     0.1517E-01     0.1340E-02     0.0000E+00     0.1013E-11     0.0000E+00     0.0000E+00     0.4360E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4144E+11
   120     4    30  2019         1     1  Comunidad_de_rieg          5.7562     0.8041E+04     0.2490E+04     0.1281E+04     0.3674E+05     0.4777E-02     0.1778E-06     0.9281E-16     0.3201E+03     0.7495E+01     0.0000E+00     0.5033E-26     0.0000E+00     0.0000E+00     0.3518E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1405E+02     0.8172E+02     0.8298E+00     0.6522E-04     0.9552E-04     0.2982E+05     0.5892E+03     0.0000E+00     0.1825E-05     0.4081E-05     0.0000E+00     0.5386E+05     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.5783E+02     0.8124E+02     0.8458E+00     0.6654E-04     0.8133E-04     0.2873E+05     0.5717E+03     0.0000E+00     0.1826E-05     0.4081E-05     0.0000E+00     0.6195E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5183E+02
   151     5    31  2019         1     1  Comunidad_de_rieg          5.7562     0.4835E+03     0.1342E+04     0.6905E+03     0.3443E+04     0.7609E-04     0.1603E-07     0.7146E-09     0.2542E+02     0.5944E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2945E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1914E+02     0.9259E+00     0.1159E-01     0.7531E-05     0.2157E-04     0.1891E+04     0.4419E+02     0.0000E+00     0.2311E-10     0.0000E+00     0.0000E+00     0.7568E+03     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.1418E+06     0.1144E+01     0.6875E-02     0.4036E-06     0.3197E-09     0.8327E+03     0.1954E+02     0.0000E+00     0.2384E-10     0.0000E+00     0.0000E+00     0.9349E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6015E+05
   181     6    30  2019         1     1  Comunidad_de_rieg          5.7562     0.6907E+02     0.1185E+03     0.1473E+03     0.2300E+04     0.4876E-04     0.1014E-07     0.7595E-17     0.1669E+02     0.3901E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1932E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2368E+02     0.1497E-01     0.2201E-04     0.6965E-05     0.2088E-04     0.1787E+02     0.4153E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1035E+02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.5292E+07     0.2221E-01     0.2324E-04     0.1013E-07     0.3253E-09     0.1249E+02     0.2922E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1578E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2284E+07
   212     7    31  2019         1     1  Comunidad_de_rieg          5.7562     0.1439E+03     0.2809E+02     0.1237E+03     0.6972E+02     0.5836E-06     0.4353E-09     0.1988E-19     0.3690E+00     0.8624E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4598E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2418E+02     0.2934E-03     0.1886E-05     0.7191E-05     0.2157E-04     0.2672E+00     0.6203E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1745E+00     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.4378E+11     0.5173E-03     0.3509E-06     0.2406E-09     0.7575E-17     0.2391E+00     0.5587E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3261E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2107E+11
   243     8    31  2019         1     1  Comunidad_de_rieg          5.7562     0.1842E+03     0.3653E+02     0.1506E+03     0.3431E+00     0.3159E-08     0.2143E-11     0.1599E-22     0.1816E-02     0.4245E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2264E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9559E+02     0.8015E-03     0.2194E-05     0.7191E-05     0.2157E-04     0.3689E+00     0.8626E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4576E+00     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.1237E-05     0.1524E-02     0.8349E-06     0.7393E-09     0.1986E-19     0.6717E+00     0.1570E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9389E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6516E-06
   273     9    30  2019         1     1  Comunidad_de_rieg          5.7562     0.5992E+04     0.1778E+04     0.1006E+04     0.1309E+05     0.1256E-02     0.4816E-07     0.0000E+00     0.5554E+02     0.2116E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1102E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2080E+02     0.5884E+02     0.1274E+01     0.1907E-04     0.2088E-04     0.1158E+05     0.4134E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3539E+05     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.1561E-02     0.0000E+00     0.6576E+03     0.5855E+02     0.8927E+00     0.1361E-04     0.3991E-25     0.1085E+05     0.3857E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4065E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5321E+03
   304    10    31  2019         1     1  Comunidad_de_rieg          5.7562     0.1664E+04     0.9479E+03     0.7502E+03     0.1255E+05     0.1377E-02     0.5880E-07     0.0000E+00     0.1187E+02     0.5122E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1165E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2155E+02     0.2223E+01     0.9555E-01     0.8016E-05     0.2157E-04     0.3631E+03     0.1554E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1461E+04     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.1613E-02     0.0000E+00     0.9992E+03     0.2152E+01     0.4404E-01     0.9077E-06     0.0000E+00     0.2294E+03     0.9563E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1677E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8173E+03
