 Comunidad_de_riego_Turia_ SWAT+ @TODAY@        MODULAR Rev @YEAR@.@SWAT_VERSION@                         
        jday         mon         day          yr   name        type   objtyp      typ_no hyd_typ fraction             flo             sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null           salt           pest
                                                                                                                     m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons           degc
         358          12          24        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6875980      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1208978E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.454338      0.0000000E+00  0.0000000E+00
         358          12          24        2018 cha01           chandeg ru                 1 tot   1.000000      1.0207075E-03  6.8760553E-10  6.8760553E-09  2.0628166E-08  1.2163091E-06  7.7356049E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00   960817.4      0.0000000E+00  0.0000000E+00
         358          12          24        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         359          12          25        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6874866      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1177432E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.454574      0.0000000E+00  0.0000000E+00
         359          12          25        2018 cha01           chandeg ru                 1 tot   1.000000      3.1886337E-04  6.8760553E-10  6.8760553E-09  2.0628166E-08  3.7996818E-07  2.4165603E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00   9838508.      0.0000000E+00  0.0000000E+00
         359          12          25        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         360          12          26        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6873754      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1146419E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.454809      0.0000000E+00  0.0000000E+00
         360          12          26        2018 cha01           chandeg ru                 1 tot   1.000000      9.9611148E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  1.1869997E-07  7.5492004E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  1.0079230E+08  0.0000000E+00  0.0000000E+00
         360          12          26        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         361          12          27        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6872642      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1116097E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.455045      0.0000000E+00  0.0000000E+00
         361          12          27        2018 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  3.7081211E-08  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
         361          12          27        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         362          12          28        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6871529      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1060281E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.455280      0.0000000E+00  0.0000000E+00
         362          12          28        2018 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  1.1583964E-08  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
         362          12          28        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         363          12          29        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6870417      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1032159E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.455516      0.0000000E+00  0.0000000E+00
         363          12          29        2018 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
         363          12          29        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         364          12          30        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6869304      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1005358E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.455751      0.0000000E+00  0.0000000E+00
         364          12          30        2018 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
         364          12          30        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
         365          12          31        2018 aqu010          aqu     ru                 1 rhg   1.000000      0.6868193      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0979356E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.455987      0.0000000E+00  0.0000000E+00
         365          12          31        2018 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
         365          12          31        2018 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           1           1           1        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6867082      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0954613E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.456223      0.0000000E+00  0.0000000E+00
           1           1           1        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           1           1           1        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           2           1           2        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6865970      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0904198E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.456458      0.0000000E+00  0.0000000E+00
           2           1           2        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           2           1           2        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           3           1           3        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6864859      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0881809E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.456694      0.0000000E+00  0.0000000E+00
           3           1           3        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           3           1           3        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           4           1           4        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6863747      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0860980E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.456930      0.0000000E+00  0.0000000E+00
           4           1           4        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           4           1           4        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           5           1           5        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6862636      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0839848E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.457166      0.0000000E+00  0.0000000E+00
           5           1           5        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           5           1           5        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           6           1           6        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6861526      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0818151E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.457402      0.0000000E+00  0.0000000E+00
           6           1           6        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           6           1           6        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           7           1           7        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6860416      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0797999E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.457638      0.0000000E+00  0.0000000E+00
           7           1           7        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           7           1           7        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           8           1           8        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6859306      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0751699E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.457873      0.0000000E+00  0.0000000E+00
           8           1           8        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           8           1           8        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
           9           1           9        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6858196      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0730884E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.458110      0.0000000E+00  0.0000000E+00
           9           1           9        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
           9           1           9        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
          10           1          10        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6857086      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0711710E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.458345      0.0000000E+00  0.0000000E+00
          10           1          10        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
          10           1          10        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
          11           1          11        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6855976      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0695100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.458582      0.0000000E+00  0.0000000E+00
          11           1          11        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
          11           1          11        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
          12           1          12        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6854865      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0679328E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.458818      0.0000000E+00  0.0000000E+00
          12           1          12        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
          12           1          12        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
          13           1          13        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6853756      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0637295E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.459054      0.0000000E+00  0.0000000E+00
          13           1          13        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
          13           1          13        2019 cha01           chandeg aqu                1 tot   1.000000      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9700000      0.0000000E+00  0.0000000E+00
          14           1          14        2019 aqu010          aqu     ru                 1 rhg   1.000000      0.6852648      0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0618701E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.459290      0.0000000E+00  0.0000000E+00
          14           1          14        2019 cha01           chandeg ru                 1 tot   1.000000      6.8760557E-05  6.8760553E-10  6.8760553E-09  2.0628166E-08  6.8760553E-09  6.8760553E-09  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  6.8760556E-07  0.0000000E+00  2.1151984E+08  0.0000000E+00  0.0000000E+00
